user_id,1,2,3,4,5,6,7,8,9,10
1,0.9999999999999998,0.7874041931360253,0.3556636280893132,0.7903361743186113,0.18814417367671946,0.5135579251558097,0.3306728485578478,0.34738420285412885,0.8673928851411141,0.35555906726738895
2,0.7874041931360253,0.9999999999999999,0.0689450253326692,0.5372153093502535,0.14067598969066597,0.11686617901920497,0.32050294323210465,0.0,0.6086053178377863,0.4962582455458511
3,0.3556636280893132,0.0689450253326692,0.9999999999999999,0.6264106396359443,0.7001400420140048,0.6148758864216781,0.36460187841548625,0.2757801013306768,0.41166465371081584,0.529256124024963
4,0.7903361743186113,0.5372153093502535,0.6264106396359443,1.0000000000000002,0.5299577334302672,0.5956470761302213,0.24148117063403288,0.4700633956814718,0.7290148043997554,0.43988591938257204
5,0.18814417367671946,0.14067598969066597,0.7001400420140048,0.5299577334302672,1.0,0.4747126632775413,0.2231809902528409,0.17584498711333243,0.3436215967445456,0.5399492471560388
6,0.5135579251558097,0.11686617901920497,0.6148758864216781,0.5956470761302213,0.4747126632775413,0.9999999999999998,0.2781104609740934,0.29216544754801244,0.5074891837564409,0.16447247813929408
7,0.3306728485578478,0.32050294323210465,0.36460187841548625,0.24148117063403288,0.2231809902528409,0.2781104609740934,1.0000000000000002,0.32050294323210465,0.15657502514382474,0.656090441740164
8,0.34738420285412885,0.0,0.2757801013306768,0.4700633956814718,0.17584498711333243,0.29216544754801244,0.32050294323210465,0.9999999999999998,0.19738550848793068,0.15508070173307845
9,0.8673928851411141,0.6086053178377863,0.41166465371081584,0.7290148043997554,0.3436215967445456,0.5074891837564409,0.15657502514382474,0.19738550848793068,1.0,0.42089689356342114
10,0.35555906726738895,0.4962582455458511,0.529256124024963,0.43988591938257204,0.5399492471560388,0.16447247813929408,0.656090441740164,0.15508070173307845,0.42089689356342114,1.0
